,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Cost_of_the_Product_tr,Discount_offered_tr,Customer_care_calls_tr,Weight_in_gms_tr,Prior_purchases_tr,Discount_offered_log,Prior_purchases_log,cust_call_std,cust_rating_std,prior_purchase_std,product_cost_norm,discount_norm,weight_norm,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_Per_Weight,Cost_After_Disc,Weight_level
19,145,3,1,1,45,1059,1,-1.2529876254001933,1.324957688892978,0.03136936165920781,-2.0965205824276283,-0.21106976491595747,3.8066624897703196,1.0986122886681098,-0.04771131501848488,1.4215777095146467,-0.2555787579124929,0.2289719626168224,0.9119092800092526,0.00847333820306792,0,0,0,1,0,1,0.1369216241737488,100,
20,161,2,1,0,38,1521,1,-0.8409063506463136,1.1570614694975132,-0.8266977298382984,-1.014571123022885,-5.199337582605575,3.6375861597263857,0.6931471805599453,-0.9237993849488977,0.006689172101598107,-1.3232889455930834,0.3037383177570093,0.8714060111191668,0.07596785975164352,0,0,0,0,0,1,0.10585141354372124,123,
21,232,4,1,0,51,2899,1,0.2756944187159562,1.5175450472144203,-0.8266977298382984,-0.33746002761644245,0.5063476573610789,3.9318256327243257,1.3862943611198906,-0.9237993849488977,-1.4081993653114504,0.5019736761378665,0.6355140186915887,0.9418928763700031,0.2772826880934989,1,0,0,0,0,1,0.08002759572266299,181,
22,156,2,0,1,2,1750,1,-0.9554714443899567,-1.2075322646773317,-5.199337582605575,-0.7621911187844497,-5.199337582605575,0.6931471805599453,0.6931471805599453,-1.7998874548793105,1.4215777095146467,-1.3232889455930834,0.28037383177570097,0.16604764621593784,0.10942293644996345,0,1,0,0,0,1,0.08914285714285715,154,
23,211,3,2,1,12,3922,1,-0.04141260138064336,0.7282403553007382,0.03136936165920781,-0.1227956891277236,-0.21106976491595747,2.4849066497880004,1.0986122886681098,-0.04771131501848488,0.006689172101598107,-0.2555787579124929,0.5373831775700935,0.5952745850171504,0.4267348429510591,0,0,0,1,0,1,0.05379908210096889,199,
24,251,2,1,0,28,3561,1,0.6784325172268452,0.9734487290930867,0.03136936165920781,-0.2003373042386136,-5.199337582605575,3.332204510175204,0.6931471805599453,-0.04771131501848488,1.4215777095146467,-1.3232889455930834,0.7242990654205607,0.7982499693322684,0.37399561723886043,0,0,1,0,0,1,0.07048581859028363,223,
25,225,4,0,1,29,3496,1,0.1625523959526246,0.9917462545024419,-0.8266977298382984,-0.2144165686131524,0.5063476573610789,3.367295829986474,1.3862943611198906,-0.9237993849488977,-1.4081993653114504,0.5019736761378665,0.602803738317757,0.8066563096026927,0.3644996347699051,0,0,0,1,0,1,0.06435926773455378,196,
26,172,3,2,0,24,1066,1,-0.6302538248871075,0.9165865035350885,0.03136936165920781,-2.060270315933627,-0.21106976491595747,3.1780538303479458,1.0986122886681098,-0.04771131501848488,-1.4081993653114504,-0.2555787579124929,0.3551401869158879,0.7613222312330882,0.009495982468955444,0,0,0,0,0,1,0.16135084427767354,148,
27,162,3,1,1,31,1435,1,-0.8179015356232606,1.0208884174832789,0.7714496755296387,-1.124201403344666,-0.21106976491595747,3.4339872044851463,1.0986122886681098,0.828376754911928,-1.4081993653114504,-0.2555787579124929,0.30841121495327106,0.8226326362314245,0.06340394448502557,1,0,0,0,0,1,0.11289198606271778,131,
28,234,4,0,1,44,3134,1,0.3163303832842014,1.2924648930969886,-5.199337582605575,-0.2875616758832478,0.5063476573610789,3.784189633918261,1.3862943611198906,-1.7998874548793105,0.006689172101598107,0.5019736761378665,0.6448598130841122,0.9065257699515907,0.3116143170197224,0,1,0,0,0,1,0.07466496490108487,190,
29,183,2,0,0,36,3819,1,-0.4486922810995351,1.114032451080225,0.7714496755296387,-0.14129406548865872,-5.199337582605575,3.58351893845611,0.6931471805599453,0.828376754911928,0.7141334408081224,-1.3232889455930834,0.40654205607476634,0.858453877602425,0.41168736303871445,0,0,0,1,0,1,0.047918303220738416,147,
30,266,2,1,0,38,2741,1,1.1448959732150612,1.1570614694975132,-0.8266977298382984,-0.36862740586804016,-5.199337582605575,3.6375861597263857,0.6931471805599453,-0.9237993849488977,0.7141334408081224,-1.3232889455930834,0.7943925233644858,0.8714060111191668,0.254200146092038,0,0,1,0,0,1,0.09704487413352791,228,
31,257,2,0,0,61,3341,1,0.8355583582575463,2.0744446087255772,0.7714496755296387,-0.24949867190975528,-5.199337582605575,4.110873864173311,0.6931471805599453,0.828376754911928,0.006689172101598107,-1.3232889455930834,0.7523364485981309,0.9847849752272952,0.34185536888239587,0,0,0,1,0,1,0.07692307692307693,196,
32,223,3,0,0,22,3795,1,0.12325913203986175,0.8808881195869298,-0.8266977298382984,-0.14583171960100136,-0.21106976491595747,3.091042453358316,1.0986122886681098,-0.9237993849488977,-1.4081993653114504,-0.2555787579124929,0.5934579439252335,0.740478123735653,0.4081811541271001,0,0,0,0,0,1,0.05876152832674572,201,
33,234,3,1,1,4,3261,1,0.3163303832842014,-0.6226211131134611,0.03136936165920781,-0.26338470569853384,-0.21106976491595747,1.3862943611198906,1.0986122886681098,-0.04771131501848488,-0.7007550966049262,-0.2555787579124929,0.6448598130841122,0.3320952924318757,0.33016800584368156,1,0,0,0,0,1,0.07175712971481141,230,
34,227,4,1,0,22,2460,1,0.1969791629904471,0.8808881195869298,0.03136936165920781,-0.4318287726700057,0.5063476573610789,3.091042453358316,1.3862943611198906,-0.04771131501848488,-0.7007550966049262,0.5019736761378665,0.6121495327102803,0.740478123735653,0.21314828341855366,0,1,0,0,0,1,0.09227642276422764,205,
35,149,3,1,0,44,1811,1,-1.1424831327370564,1.2924648930969886,0.7714496755296387,-0.7057034289186183,-0.21106976491595747,3.784189633918261,1.0986122886681098,0.828376754911928,0.7141334408081224,-0.2555787579124929,0.24766355140186913,0.9065257699515907,0.11833455076698321,0,0,0,1,0,1,0.08227498619547212,105,
36,137,4,2,0,62,1477,1,-1.537691249872052,2.1968938521927224,-0.8266977298382984,-1.0752065081884394,0.5063476573610789,4.127134385045092,1.3862943611198906,-0.9237993849488977,1.4215777095146467,0.5019736761378665,0.19158878504672894,0.9886802824473623,0.06953981008035062,0,0,1,0,0,1,0.0927555856465809,75,
37,181,6,1,0,16,3605,1,-0.47943158017267357,0.7867445291708417,-5.199337582605575,-0.19143919482227148,1.505747005712341,2.772588722239781,1.791759469228055,-1.7998874548793105,0.7141334408081224,1.5696838638184567,0.397196261682243,0.6641905848637514,0.3804236669101534,0,0,0,1,0,1,0.050208044382801666,165,
38,215,4,0,0,56,3905,1,0.007527483323829474,1.7274655664796184,0.7714496755296387,-0.12520640832939361,0.5063476573610789,4.02535169073515,1.3862943611198906,0.828376754911928,-1.4081993653114504,0.5019736761378665,0.5560747663551401,0.9642976155482064,0.4242512783053324,0,0,0,0,0,1,0.05505761843790013,159,
39,269,5,0,0,45,2383,1,1.261282157758418,1.324957688892978,0.03136936165920781,-0.4489657699246532,1.0379371869749336,3.8066624897703196,1.6094379124341003,-0.04771131501848488,-0.7007550966049262,1.0895769946208234,0.8084112149532711,0.9119092800092526,0.2018991964937911,1,0,0,0,0,1,0.11288292068820814,224,
40,227,2,0,1,15,3798,1,0.1969791629904471,0.7731401540191065,0.7714496755296387,-0.14519584929593884,-5.199337582605575,2.70805020110221,0.6931471805599453,0.828376754911928,-1.4081993653114504,-1.3232889455930834,0.6121495327102803,0.6487299874239779,0.40861943024105185,0,1,0,0,0,1,0.059768299104792,212,
41,139,4,1,1,61,1265,1,-1.464185967935322,2.0744446087255772,0.7714496755296387,-1.3912020553624096,0.5063476573610789,4.110873864173311,1.3862943611198906,0.828376754911928,1.4215777095146467,0.5019736761378665,0.2009345794392523,0.9847849752272952,0.03856829802775749,0,0,0,1,0,1,0.10988142292490119,78,
42,137,2,1,1,38,1647,1,-1.537691249872052,1.1570614694975132,-0.8266977298382984,-0.8781176420753024,-5.199337582605575,3.6375861597263857,0.6931471805599453,-0.9237993849488977,1.4215777095146467,-1.3232889455930834,0.19158878504672894,0.8714060111191668,0.0943754565376187,0,0,1,0,0,1,0.08318154219793564,99,
43,174,2,0,1,44,1556,1,-0.5954367721535957,1.2924648930969886,-0.8266977298382984,-0.9725526903873213,-5.199337582605575,3.784189633918261,0.6931471805599453,-0.9237993849488977,-1.4081993653114504,-1.3232889455930834,0.36448598130841126,0.9065257699515907,0.08108108108108109,0,0,0,1,0,1,0.11182519280205655,130,
44,151,2,0,1,29,1328,1,-1.0796899285577486,0.9917462545024419,-0.8266977298382984,-1.2781367835433017,-5.199337582605575,3.367295829986474,0.6931471805599453,-0.9237993849488977,-1.4081993653114504,-1.3232889455930834,0.2570093457943925,0.8066563096026927,0.047772096420745064,0,0,0,0,0,1,0.11370481927710843,122,
45,210,3,0,0,9,2944,1,-0.05522908732975686,0.36553147697296934,0.7714496755296387,-0.3272195218609394,-0.21106976491595747,2.1972245773362196,1.0986122886681098,0.828376754911928,-1.4081993653114504,-0.2555787579124929,0.5327102803738317,0.5263585851705493,0.2838568298027757,1,0,0,0,0,1,0.07133152173913043,201,
46,169,4,1,0,32,1245,1,-0.6847629895935875,1.0379371869749336,-0.8266977298382984,-1.4380160534442004,0.5063476573610789,3.4657359027997265,1.3862943611198906,-0.9237993849488977,0.7141334408081224,0.5019736761378665,0.3411214953271028,0.8302382310796892,0.035646457268078885,0,1,0,0,0,1,0.1357429718875502,137,
47,160,2,0,1,32,1576,1,-0.8643650473631331,1.0379371869749336,0.7714496755296387,-0.9517531749417866,-5.199337582605575,3.4657359027997265,0.6931471805599453,0.828376754911928,-1.4081993653114504,-1.3232889455930834,0.2990654205607477,0.8302382310796892,0.08400292184075966,0,0,0,1,0,1,0.10152284263959391,128,
48,190,2,1,1,9,3753,1,-0.3414926558588935,0.36553147697296934,0.7714496755296387,-0.155826590849438,-5.199337582605575,2.1972245773362196,0.6931471805599453,0.828376754911928,0.7141334408081224,-1.3232889455930834,0.4392523364485982,0.5263585851705493,0.402045288531775,0,0,1,0,0,1,0.0506261657340794,181,
49,216,3,0,0,40,2146,1,0.01881964145130391,1.2023467032898287,0.7714496755296387,-0.5021453253093103,-0.21106976491595747,3.6888794541139363,1.0986122886681098,0.828376754911928,0.006689172101598107,-0.2555787579124929,0.5607476635514018,0.8836936334865167,0.16727538349159968,0,0,0,1,0,1,0.10065237651444547,176,
50,183,3,0,1,37,2042,1,-0.4486922810995351,1.135284209184952,0.03136936165920781,-0.5271592087862776,-0.21106976491595747,3.6109179126442243,1.0986122886681098,-0.04771131501848488,-1.4081993653114504,-0.2555787579124929,0.40654205607476634,0.8650174694343825,0.152081811541271,0,0,0,0,0,1,0.08961802154750245,146,
51,141,3,0,1,22,1735,1,-1.3781137589543457,0.8808881195869298,0.03136936165920781,-0.7748328448180759,-0.21106976491595747,3.091042453358316,1.0986122886681098,-0.04771131501848488,0.7141334408081224,-0.2555787579124929,0.21028037383177567,0.740478123735653,0.10723155588020453,1,0,0,0,0,1,0.08126801152737752,119,
52,165,3,0,0,44,1320,1,-0.758004233319085,1.2924648930969886,0.03136936165920781,-1.2960929997092383,-0.21106976491595747,3.784189633918261,1.0986122886681098,-0.04771131501848488,0.006689172101598107,-0.2555787579124929,0.32242990654205606,0.9065257699515907,0.04660336011687363,0,1,0,0,0,1,0.125,121,
53,170,3,0,1,41,1128,1,-0.6674190444558503,1.2232872497167733,-5.199337582605575,-1.7651965829937297,-0.21106976491595747,3.713572066704308,1.0986122886681098,-1.7998874548793105,-1.4081993653114504,-0.2555787579124929,0.3457943925233645,0.8896088998463122,0.01855368882395908,0,0,0,1,0,1,0.15070921985815602,129,
54,203,3,2,1,12,3539,1,-0.14985263570524876,0.7282403553007382,0.03136936165920781,-0.20541684170935745,-0.21106976491595747,2.4849066497880004,1.0986122886681098,-0.04771131501848488,0.006689172101598107,-0.2555787579124929,0.5,0.5952745850171504,0.37078159240321407,0,0,1,0,0,1,0.05736083639446171,191,
55,246,5,0,1,46,2437,1,0.5627963389464197,1.352622764219689,-5.199337582605575,-0.43738520393914143,1.0379371869749336,3.828641396489095,1.6094379124341003,-1.7998874548793105,1.4215777095146467,1.0895769946208234,0.7009345794392524,0.9171744615311684,0.2097881665449233,0,0,0,1,0,1,0.10094378334017234,200,
56,238,3,0,0,61,3096,1,0.3857258721466417,2.0744446087255772,-0.8266977298382984,-0.2968443017637556,-0.21106976491595747,4.110873864173311,1.0986122886681098,-0.9237993849488977,0.006689172101598107,-0.2555787579124929,0.663551401869159,0.9847849752272952,0.3060628195763331,0,0,0,0,0,1,0.07687338501291989,177,
57,193,3,1,0,29,3453,1,-0.2939857808389507,0.9917462545024419,-0.8266977298382984,-0.22339264455268337,-0.21106976491595747,3.367295829986474,1.0986122886681098,-0.9237993849488977,0.006689172101598107,-0.2555787579124929,0.4532710280373832,0.8066563096026927,0.358217677136596,1,0,0,0,0,1,0.055893426006371275,164,
58,141,3,2,1,41,1367,1,-1.3781137589543457,1.2232872497167733,0.7714496755296387,-1.2154189365546522,-0.21106976491595747,3.713572066704308,1.0986122886681098,0.828376754911928,1.4215777095146467,-0.2555787579124929,0.21028037383177567,0.8896088998463122,0.05346968590211834,0,1,0,0,0,1,0.10314557425018288,100,
59,150,3,2,0,17,1923,1,-1.1117020775386441,0.800496097974559,0.03136936165920781,-0.5999365109266501,-0.21106976491595747,2.833213344056216,1.0986122886681098,-0.04771131501848488,-1.4081993653114504,-0.2555787579124929,0.25233644859813087,0.6787135837847285,0.13469685902118336,0,0,0,1,0,1,0.078003120124805,133,
61,179,3,1,1,52,1158,1,-0.5149233167586907,1.5584816308643832,-0.8266977298382984,-1.6574389402830223,-0.21106976491595747,3.9512437185814275,1.0986122886681098,-0.9237993849488977,0.006689172101598107,-0.2555787579124929,0.3878504672897196,0.9465445975931726,0.02293644996347699,0,0,0,1,0,1,0.15457685664939552,127,
62,105,6,1,1,62,1292,1,-2.4085503704175815,2.1968938521927224,0.7714496755296387,-1.3458258504377478,1.505747005712341,4.127134385045092,1.791759469228055,0.828376754911928,-1.4081993653114504,1.5696838638184567,0.042056074766355145,0.9886802824473623,0.042512783053323594,0,0,0,0,0,1,0.08126934984520123,43,
63,177,3,1,1,61,1880,1,-0.5452441858688841,2.0744446087255772,-0.8266977298382984,-0.6353627471410896,-0.21106976491595747,4.110873864173311,1.0986122886681098,-0.9237993849488977,-1.4081993653114504,-0.2555787579124929,0.37850467289719625,0.9847849752272952,0.12841490138787434,1,0,0,0,0,1,0.09414893617021276,116,
64,261,2,2,1,49,3045,1,0.9674215661017008,1.4568958016032312,0.03136936165920781,-0.30667403536203036,-5.199337582605575,3.8918202981106265,0.6931471805599453,-0.04771131501848488,1.4215777095146467,-1.3232889455930834,0.7710280373831776,0.9323093538007856,0.2986121256391526,0,1,0,0,0,1,0.08571428571428572,212,
65,202,3,0,1,49,2881,1,-0.1650954314192633,1.4568958016032312,-0.8266977298382984,-0.34110368721003903,-0.21106976491595747,3.8918202981106265,1.0986122886681098,-0.9237993849488977,-0.7007550966049262,-0.2555787579124929,0.49532710280373826,0.9323093538007856,0.27465303140978814,0,0,0,1,0,1,0.07011454356126345,153,
66,109,3,1,0,15,1710,1,-2.2899878321264264,0.7731401540191065,-0.8266977298382984,-0.802225683044881,-0.21106976491595747,2.70805020110221,1.0986122886681098,-0.9237993849488977,-0.7007550966049262,-0.2555787579124929,0.06074766355140193,0.6487299874239779,0.10357925493060627,0,0,1,0,0,1,0.06374269005847953,94,
67,158,3,0,0,6,1878,1,-0.9070802442763028,-0.21106976491595747,-0.8266977298382984,-0.6372287893852694,-0.21106976491595747,1.791759469228055,1.0986122886681098,-0.9237993849488977,0.006689172101598107,-0.2555787579124929,0.28971962616822433,0.4292269388012125,0.12812271731190647,0,0,0,1,0,1,0.08413205537806177,152,
68,231,4,1,0,6,2512,1,0.25879191568378795,-0.21106976491595747,0.03136936165920781,-0.42103597349471217,0.5063476573610789,1.791759469228055,1.3862943611198906,-0.04771131501848488,-0.7007550966049262,0.5019736761378665,0.630841121495327,0.4292269388012125,0.22074506939371805,0,0,0,0,0,1,0.09195859872611464,225,
69,206,3,1,1,39,2929,1,-0.10936510116177123,1.1819205245512339,-0.8266977298382984,-0.33169442832962404,-0.21106976491595747,3.6635616461296463,1.0986122886681098,-0.9237993849488977,1.4215777095146467,-0.2555787579124929,0.514018691588785,0.8776285977465714,0.28166544923301684,1,0,0,0,0,1,0.0703311710481393,167,
70,187,4,2,1,14,3849,1,-0.3857258721466419,0.7580042333190846,0.7714496755296387,-0.1356308536875498,0.5063476573610789,2.6390573296152584,1.3862943611198906,0.828376754911928,-1.4081993653114504,0.5019736761378665,0.4252336448598131,0.6322023231163306,0.4160701241782323,0,1,0,0,0,1,0.04858404780462458,173,
71,230,2,0,0,2,2229,1,0.24454751539312974,-1.2075322646773317,0.7714496755296387,-0.4808394206668124,-5.199337582605575,0.6931471805599453,0.6931471805599453,0.828376754911928,1.4215777095146467,-1.3232889455930834,0.6261682242990655,0.16604764621593784,0.17940102264426586,0,0,0,1,0,1,0.1031852848811126,228,
72,232,3,1,0,33,2998,1,0.2756944187159562,1.0552931099825855,0.7714496755296387,-0.3145527746822253,-0.21106976491595747,3.4965075614664802,1.0986122886681098,0.828376754911928,1.4215777095146467,-0.2555787579124929,0.6355140186915887,0.8376097701049898,0.2917457998539079,0,0,1,0,0,1,0.07738492328218813,199,
73,215,3,1,0,21,3984,1,0.007527483323829474,0.8643650473631331,0.03136936165920781,-0.10967220337072049,-0.21106976491595747,3.044522437723423,1.0986122886681098,-0.04771131501848488,1.4215777095146467,-0.2555787579124929,0.5560747663551401,0.7293339694856674,0.4357925493060628,0,0,0,1,0,1,0.05396586345381526,194,
74,238,6,0,0,13,2442,1,0.3857258721466417,0.7463509261747352,1.4865370019712367,-0.4362289207877976,1.505747005712341,2.5649493574615367,1.791759469228055,1.7044648248423406,-1.4081993653114504,1.5696838638184567,0.663551401869159,0.6144493051612968,0.21051862673484292,0,0,0,0,0,1,0.09746109746109746,225,
75,266,3,0,0,23,3775,1,1.1448959732150612,0.8995338605921865,0.03136936165920781,-0.1507898349118225,-0.21106976491595747,3.1354942159291497,1.0986122886681098,-0.04771131501848488,-1.4081993653114504,-0.2555787579124929,0.7943925233644858,0.7511268153152306,0.4052593133674215,1,0,0,0,0,1,0.0704635761589404,243,
76,158,2,1,0,36,1788,1,-0.9070802442763028,1.114032451080225,-5.199337582605575,-0.7250904541034222,-5.199337582605575,3.58351893845611,0.6931471805599453,-1.7998874548793105,0.006689172101598107,-1.3232889455930834,0.28971962616822433,0.858453877602425,0.1149744338933528,0,1,0,0,0,1,0.0883668903803132,122,
77,113,3,0,0,43,1518,1,-2.1440106677777533,1.2640663695358172,-0.8266977298382984,-1.018778135032987,-0.21106976491595747,3.7612001156935624,1.0986122886681098,-0.9237993849488977,0.006689172101598107,-0.2555787579124929,0.07943925233644866,0.9010184902627867,0.07552958363769174,0,0,0,1,0,1,0.07444005270092227,70,
78,223,3,0,1,18,3959,1,0.12325913203986175,0.8144007390200398,-0.8266977298382984,-0.11474247848319893,-0.21106976491595747,2.8903717578961645,1.0986122886681098,-0.9237993849488977,0.7141334408081224,-0.2555787579124929,0.5934579439252335,0.6924062313864872,0.4321402483564646,0,0,1,0,0,1,0.05632735539277595,205,
79,257,2,1,0,56,3711,1,0.8355583582575463,1.7274655664796184,-0.8266977298382984,-0.16652877863079552,-5.199337582605575,4.02535169073515,0.6931471805599453,-0.9237993849488977,1.4215777095146467,-1.3232889455930834,0.7523364485981309,0.9642976155482064,0.39590942293644993,0,0,0,1,0,1,0.06925357046618162,201,
80,180,2,1,0,49,1942,1,-0.49780907548583325,1.4568958016032312,-0.8266977298382984,-0.5832942315204765,-5.199337582605575,3.8918202981106265,0.6931471805599453,-0.9237993849488977,0.7141334408081224,-1.3232889455930834,0.39252336448598135,0.9323093538007856,0.13747260774287798,0,0,0,0,0,1,0.09268795056642637,131,
81,132,3,0,1,18,1759,1,-1.817967704173568,0.8144007390200398,-5.199337582605575,-0.7513721979173981,-0.21106976491595747,2.8903717578961645,1.0986122886681098,-1.7998874548793105,1.4215777095146467,-0.2555787579124929,0.16822429906542058,0.6924062313864872,0.11073776479181882,1,0,0,0,0,1,0.07504263786242182,114,
82,217,3,2,0,26,2875,1,0.032624572829381526,0.9416998217386928,0.03136936165920781,-0.342314093404465,-0.21106976491595747,3.258096538021482,1.0986122886681098,-0.04771131501848488,0.7141334408081224,-0.2555787579124929,0.5654205607476636,0.7804969513772346,0.2737764791818845,0,1,0,0,0,1,0.07547826086956522,191,
83,162,3,2,0,31,1364,1,-0.8179015356232606,1.0208884174832789,0.7714496755296387,-1.225942748902993,-0.21106976491595747,3.4339872044851463,1.0986122886681098,0.828376754911928,1.4215777095146467,-0.2555787579124929,0.30841121495327106,0.8226326362314245,0.053031409788166534,0,0,0,1,0,1,0.1187683284457478,131,
84,197,2,1,0,40,2710,1,-0.2406713963561504,1.2023467032898287,0.03136936165920781,-0.38051831533657865,-5.199337582605575,3.6888794541139363,0.6931471805599453,-0.04771131501848488,1.4215777095146467,-1.3232889455930834,0.4719626168224299,0.8836936334865167,0.24967129291453613,0,0,1,0,0,1,0.07269372693726937,157,
