,Product_importance,Gender,Reached.on.Time_Y.N,Cost_of_the_Product_tr,Discount_offered_tr,Weight_in_gms_tr,Prior_purchases_tr,prior_purchase_std,product_cost_norm,discount_norm,weight_norm,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_Per_Weight,Cost_After_Disc,Weight_level
53,0,1,1,-0.6674190444558503,1.2232872497167733,-1.7651965829937297,-0.21106976491595747,-0.2555787579124929,0.3457943925233645,0.8896088998463122,0.01855368882395908,0,0,0,0,1,0,0,1,0.15070921985815602,129,0
54,2,1,1,-0.14985263570524876,0.7282403553007382,-0.20541684170935745,-0.21106976491595747,-0.2555787579124929,0.5,0.5952745850171504,0.37078159240321407,0,0,0,1,0,0,0,1,0.05736083639446171,191,0
55,0,1,1,0.5627963389464197,1.352622764219689,-0.43738520393914143,1.0379371869749336,1.0895769946208234,0.7009345794392524,0.9171744615311684,0.2097881665449233,0,0,0,0,1,0,0,1,0.10094378334017234,200,0
56,0,0,1,0.3857258721466417,2.0744446087255772,-0.2968443017637556,-0.21106976491595747,-0.2555787579124929,0.663551401869159,0.9847849752272952,0.3060628195763331,1,0,0,0,0,0,0,1,0.07687338501291989,177,0
57,1,0,1,-0.2939857808389507,0.9917462545024419,-0.22339264455268337,-0.21106976491595747,-0.2555787579124929,0.4532710280373832,0.8066563096026927,0.358217677136596,0,1,0,0,0,0,0,1,0.055893426006371275,164,0
58,2,1,1,-1.3781137589543457,1.2232872497167733,-1.2154189365546522,-0.21106976491595747,-0.2555787579124929,0.21028037383177567,0.8896088998463122,0.05346968590211834,0,0,1,0,0,0,0,1,0.10314557425018288,100,0
59,2,0,1,-1.1117020775386441,0.800496097974559,-0.5999365109266501,-0.21106976491595747,-0.2555787579124929,0.25233644859813087,0.6787135837847285,0.13469685902118336,0,0,0,0,1,0,0,1,0.078003120124805,133,0
61,1,1,1,-0.5149233167586907,1.5584816308643832,-1.6574389402830223,-0.21106976491595747,-0.2555787579124929,0.3878504672897196,0.9465445975931726,0.02293644996347699,0,0,0,0,1,0,0,1,0.15457685664939552,127,0
62,1,1,1,-2.4085503704175815,2.1968938521927224,-1.3458258504377478,1.505747005712341,1.5696838638184567,0.042056074766355145,0.9886802824473623,0.042512783053323594,1,0,0,0,0,0,0,1,0.08126934984520123,43,0
63,1,1,1,-0.5452441858688841,2.0744446087255772,-0.6353627471410896,-0.21106976491595747,-0.2555787579124929,0.37850467289719625,0.9847849752272952,0.12841490138787434,0,1,0,0,0,0,0,1,0.09414893617021276,116,0
64,2,1,1,0.9674215661017008,1.4568958016032312,-0.30667403536203036,-5.199337582605575,-1.3232889455930834,0.7710280373831776,0.9323093538007856,0.2986121256391526,0,0,1,0,0,0,0,1,0.08571428571428572,212,0
65,0,1,1,-0.1650954314192633,1.4568958016032312,-0.34110368721003903,-0.21106976491595747,-0.2555787579124929,0.49532710280373826,0.9323093538007856,0.27465303140978814,0,0,0,0,1,0,0,1,0.07011454356126345,153,0
66,1,0,1,-2.2899878321264264,0.7731401540191065,-0.802225683044881,-0.21106976491595747,-0.2555787579124929,0.06074766355140193,0.6487299874239779,0.10357925493060627,0,0,0,1,0,0,0,1,0.06374269005847953,94,0
67,0,0,1,-0.9070802442763028,-0.21106976491595747,-0.6372287893852694,-0.21106976491595747,-0.2555787579124929,0.28971962616822433,0.4292269388012125,0.12812271731190647,0,0,0,0,1,0,0,1,0.08413205537806177,152,0
68,1,0,1,0.25879191568378795,-0.21106976491595747,-0.42103597349471217,0.5063476573610789,0.5019736761378665,0.630841121495327,0.4292269388012125,0.22074506939371805,1,0,0,0,0,0,0,1,0.09195859872611464,225,0
69,1,1,1,-0.10936510116177123,1.1819205245512339,-0.33169442832962404,-0.21106976491595747,-0.2555787579124929,0.514018691588785,0.8776285977465714,0.28166544923301684,0,1,0,0,0,0,0,1,0.0703311710481393,167,0
70,2,1,1,-0.3857258721466419,0.7580042333190846,-0.1356308536875498,0.5063476573610789,0.5019736761378665,0.4252336448598131,0.6322023231163306,0.4160701241782323,0,0,1,0,0,0,0,1,0.04858404780462458,173,1
71,0,0,1,0.24454751539312974,-1.2075322646773317,-0.4808394206668124,-5.199337582605575,-1.3232889455930834,0.6261682242990655,0.16604764621593784,0.17940102264426586,0,0,0,0,1,0,0,1,0.1031852848811126,228,0
72,1,0,1,0.2756944187159562,1.0552931099825855,-0.3145527746822253,-0.21106976491595747,-0.2555787579124929,0.6355140186915887,0.8376097701049898,0.2917457998539079,0,0,0,1,0,0,0,1,0.07738492328218813,199,0
73,1,0,1,0.007527483323829474,0.8643650473631331,-0.10967220337072049,-0.21106976491595747,-0.2555787579124929,0.5560747663551401,0.7293339694856674,0.4357925493060628,0,0,0,0,1,0,0,1,0.05396586345381526,194,1
74,0,0,1,0.3857258721466417,0.7463509261747352,-0.4362289207877976,1.505747005712341,1.5696838638184567,0.663551401869159,0.6144493051612968,0.21051862673484292,1,0,0,0,0,0,0,1,0.09746109746109746,225,0
75,0,0,1,1.1448959732150612,0.8995338605921865,-0.1507898349118225,-0.21106976491595747,-0.2555787579124929,0.7943925233644858,0.7511268153152306,0.4052593133674215,0,1,0,0,0,0,0,1,0.0704635761589404,243,1
76,1,0,1,-0.9070802442763028,1.114032451080225,-0.7250904541034222,-5.199337582605575,-1.3232889455930834,0.28971962616822433,0.858453877602425,0.1149744338933528,0,0,1,0,0,0,0,1,0.0883668903803132,122,0
77,0,0,1,-2.1440106677777533,1.2640663695358172,-1.018778135032987,-0.21106976491595747,-0.2555787579124929,0.07943925233644866,0.9010184902627867,0.07552958363769174,0,0,0,0,1,0,0,1,0.07444005270092227,70,0
78,0,1,1,0.12325913203986175,0.8144007390200398,-0.11474247848319893,-0.21106976491595747,-0.2555787579124929,0.5934579439252335,0.6924062313864872,0.4321402483564646,0,0,0,1,0,0,0,1,0.05632735539277595,205,1
79,1,0,1,0.8355583582575463,1.7274655664796184,-0.16652877863079552,-5.199337582605575,-1.3232889455930834,0.7523364485981309,0.9642976155482064,0.39590942293644993,0,0,0,0,1,0,0,1,0.06925357046618162,201,1
80,1,0,1,-0.49780907548583325,1.4568958016032312,-0.5832942315204765,-5.199337582605575,-1.3232889455930834,0.39252336448598135,0.9323093538007856,0.13747260774287798,1,0,0,0,0,0,0,1,0.09268795056642637,131,0
81,0,1,1,-1.817967704173568,0.8144007390200398,-0.7513721979173981,-0.21106976491595747,-0.2555787579124929,0.16822429906542058,0.6924062313864872,0.11073776479181882,0,1,0,0,0,0,0,1,0.07504263786242182,114,0
82,2,0,1,0.032624572829381526,0.9416998217386928,-0.342314093404465,-0.21106976491595747,-0.2555787579124929,0.5654205607476636,0.7804969513772346,0.2737764791818845,0,0,1,0,0,0,0,1,0.07547826086956522,191,0
83,2,0,1,-0.8179015356232606,1.0208884174832789,-1.225942748902993,-0.21106976491595747,-0.2555787579124929,0.30841121495327106,0.8226326362314245,0.053031409788166534,0,0,0,0,1,0,0,1,0.1187683284457478,131,0
84,1,0,1,-0.2406713963561504,1.2023467032898287,-0.38051831533657865,-5.199337582605575,-1.3232889455930834,0.4719626168224299,0.8836936334865167,0.24967129291453613,0,0,0,1,0,0,0,1,0.07269372693726937,157,0
85,1,1,1,-0.2406713963561504,0.7463509261747352,-0.5017716910054849,-0.21106976491595747,-0.2555787579124929,0.4719626168224299,0.6144493051612968,0.16756756756756755,0,0,0,0,1,0,0,1,0.09171322160148976,184,0
86,0,1,1,-0.41563422629818186,1.2924648930969886,-0.33484644799295726,-5.199337582605575,-1.3232889455930834,0.4158878504672897,0.9065257699515907,0.2788897005113221,1,0,0,0,0,0,0,1,0.06357388316151202,141,0
87,1,0,1,1.6205922981199687,-0.8753538882544654,-0.32005204517263053,-0.21106976491595747,-0.2555787579124929,0.850467289719626,0.26317929258527467,0.2882395909422937,0,1,0,0,0,0,0,1,0.09347679892400806,275,0
88,0,1,1,0.22906445623598432,1.4568958016032312,-0.45783235724301763,-0.21106976491595747,-0.2555787579124929,0.6214953271028038,0.9323093538007856,0.19547114682249814,0,0,1,0,0,0,0,1,0.09790508764429243,180,0
89,1,0,1,-0.40063525047383,1.7800054115256905,-0.13055759226747565,0.5063476573610789,0.5019736761378665,0.42056074766355145,0.9685376574885037,0.42059897735573415,0,0,0,0,1,0,0,1,0.04793814432989691,129,1
90,2,0,1,-0.5954367721535957,1.2232872497167733,-1.9427030124793647,1.505747005712341,1.5696838638184567,0.36448598130841126,0.8896088998463122,0.012271731190650115,0,0,0,1,0,0,0,1,0.16036866359447005,133,0
91,0,0,1,1.837975157391464,0.8144007390200398,-0.2803184186971387,-0.21106976491595747,-0.2555787579124929,0.8878504672897195,0.6924062313864872,0.3158509861212564,0,0,0,0,1,0,0,1,0.09042048687954474,268,0
92,1,0,1,-0.5790394381393529,-0.017564865040990845,-1.5684186985875397,-5.199337582605575,-1.3232889455930834,0.3691588785046729,0.4661546769003928,0.027319211102994873,1,0,0,0,0,0,0,1,0.1473063973063973,168,0
93,1,0,1,0.06025574033725543,0.800496097974559,-0.2392106364213372,-0.21106976491595747,-0.2555787579124929,0.5747663551401868,0.6787135837847285,0.3485756026296567,0,1,0,0,0,0,0,1,0.06465899025686449,202,0
94,2,0,1,-0.016310116285324295,1.0932722699878603,-0.4570863121244416,0.5063476573610789,0.5019736761378665,0.5467289719626168,0.851705371739096,0.19605551497443388,0,0,1,0,0,0,0,1,0.09090909090909091,178,0
95,0,1,1,0.33087257172641893,1.7800054115256905,-0.529301094308674,-0.21106976491595747,-0.2555787579124929,0.6495327102803737,0.9685376574885037,0.15091307523739958,0,0,0,0,1,0,0,1,0.11553588987217306,178,0
96,1,1,1,-1.1424831327370564,0.8144007390200398,-1.4783061859347706,-5.199337582605575,-1.3232889455930834,0.24766355140186913,0.6924062313864872,0.03272461650840028,0,0,0,1,0,0,0,1,0.12163265306122449,131,0
97,1,0,1,1.3494976421228684,0.1714577311709981,-0.4459816793669364,-5.199337582605575,-1.3232889455930834,0.8177570093457943,0.49814293864781345,0.20452885317750183,0,0,0,0,1,0,0,1,0.11286963765097877,263,0
98,1,1,1,-1.280981397513278,-0.40880511937045716,-1.8601602088599647,0.5063476573610789,0.5019736761378665,0.22429906542056077,0.38555069483870325,0.015047479912344786,1,0,0,0,0,0,0,1,0.13043478260869565,139,0
99,1,1,1,-1.2529876254001933,0.8643650473631331,-0.9136290809647836,-5.199337582605575,-1.3232889455930834,0.2289719626168224,0.7293339694856674,0.08999269539810079,0,1,0,0,0,0,0,1,0.08967223252937538,124,0
100,1,1,1,-1.3129814789733738,1.9028734734462218,-0.6768541480424048,-5.199337582605575,-1.3232889455930834,0.21962616822429903,0.9767990318750809,0.12213294375456538,0,0,1,0,0,0,0,1,0.07784431137724551,84,0
101,0,1,1,0.1969791629904471,1.5976984220914237,-0.3979179193672613,0.5063476573610789,0.5019736761378665,0.6121495327102803,0.951107709192344,0.2371073776479182,0,0,0,0,1,0,0,1,0.08650914634146341,174,0
102,0,1,1,-0.016310116285324295,0.9917462545024419,-0.37125925242367774,-0.21106976491595747,-0.2555787579124929,0.5467289719626168,0.8066563096026927,0.25288531775018264,0,0,0,1,0,0,0,1,0.07796486090775988,184,0
103,0,1,1,-1.280981397513278,1.135284209184952,-0.8643650473631331,0.5063476573610789,0.5019736761378665,0.22429906542056077,0.8650174694343825,0.09598246895544194,0,0,0,0,1,0,0,1,0.08685162846803378,107,0
104,0,1,1,0.04643572477052727,-0.8753538882544654,-0.4750649204803486,-0.21106976491595747,-0.2555787579124929,0.5700934579439253,0.26317929258527467,0.18319941563184808,1,0,0,0,0,0,0,1,0.09667405764966741,215,0
105,1,1,1,-1.280981397513278,1.9028734734462218,-0.9406647707258178,-0.21106976491595747,-0.2555787579124929,0.22429906542056077,0.9767990318750809,0.08575602629656684,0,1,0,0,0,0,0,1,0.0906801007556675,85,0
106,0,1,1,0.3857258721466417,0.800496097974559,-0.3979179193672613,-0.21106976491595747,-0.2555787579124929,0.663551401869159,0.6787135837847285,0.2371073776479182,0,0,1,0,0,0,0,1,0.09070121951219512,221,0
107,2,1,1,0.01881964145130391,0.9416998217386928,-0.5243062433752839,-0.21106976491595747,-0.2555787579124929,0.5607476635514018,0.7804969513772346,0.1536888239590942,0,0,0,0,1,0,0,1,0.10521188504627374,190,0
108,2,0,1,0.3857258721466417,1.679302556120626,-0.26423978866238296,-0.21106976491595747,-0.2555787579124929,0.663551401869159,0.9599811723584185,0.3295836376917458,0,0,0,1,0,0,0,1,0.07307338041142156,183,0
109,1,1,1,-1.3781137589543457,1.3846282582878238,-1.4204083882753977,-0.21106976491595747,-0.2555787579124929,0.21028037383177567,0.9223264045183607,0.03637691745799854,0,0,0,0,1,0,0,1,0.1128,94,0
110,0,1,1,-0.9070802442763028,-1.2075322646773317,-1.3545727981992859,-5.199337582605575,-1.3232889455930834,0.28971962616822433,0.16604764621593784,0.04134404674945216,1,0,0,0,0,0,1,0,0.12305295950155763,156,0
112,0,1,1,-0.5790394381393529,0.930036179723713,-0.7007108500219121,-5.199337582605575,-1.3232889455930834,0.3691588785046729,0.7711013896774065,0.11906501095690283,0,0,1,0,0,0,1,0,0.09636563876651982,150,0
113,0,1,1,1.0293754021782244,1.2232872497167733,-0.3524312925863619,-0.21106976491595747,-0.2555787579124929,0.7803738317757009,0.8896088998463122,0.2653031409788167,0,0,0,0,1,0,1,0,0.09336173233936812,222,0
114,2,1,1,-0.7039217888285135,1.4865370019712367,-0.9146786412719053,-5.199337582605575,-1.3232889455930834,0.33644859813084116,0.9371490358933444,0.08984660336011688,0,0,0,1,0,0,1,0,0.10396039603960396,118,0
115,2,1,1,-0.5627963389464199,1.114032451080225,-0.7347981032164006,-0.21106976491595747,-0.2555787579124929,0.3738317757009346,0.858453877602425,0.11365960555149743,0,0,0,0,1,0,1,0,0.09893198426082069,140,0
116,2,1,1,-1.1117020775386441,1.9858764248174532,-2.386769819884927,0.5063476573610789,0.5019736761378665,0.25233644859813087,0.9808252798558535,0.0033601168736303866,1,0,0,0,0,0,1,0,0.146484375,90,0
117,1,0,1,1.1070593519207441,1.0208884174832789,-0.4604070115737351,-5.199337582605575,-1.3232889455930834,0.7897196261682243,0.8226326362314245,0.19357195032870708,0,1,0,0,0,0,1,0,0.11392949269131557,234,0
118,0,0,1,1.0293754021782244,-0.40880511937045716,-0.3260867063056563,-0.21106976491595747,-0.2555787579124929,0.7803738317757009,0.38555069483870325,0.2842951059167276,0,0,1,0,0,0,1,0,0.08924329826942654,258,0
119,0,1,1,-1.2529876254001933,0.8480746535481313,-1.184446818906046,-0.21106976491595747,-0.2555787579124929,0.2289719626168224,0.7176459872705789,0.05639152666179692,0,0,0,0,1,0,1,0,0.10454217736121124,125,0
120,0,0,1,-0.4486922810995351,1.0552931099825855,-0.36862740586804016,-0.21106976491595747,-0.2555787579124929,0.40654205607476634,0.8376097701049898,0.254200146092038,0,0,0,1,0,0,1,0,0.06676395476103612,150,0
121,1,0,1,-0.12452336608306731,0.8302341575863221,-0.49834166843027816,-0.21106976491595747,-0.2555787579124929,0.5093457943925234,0.705358364903229,0.17034331628926222,0,0,0,0,1,0,1,0,0.09460083064143977,186,0
123,1,0,1,0.7023154143045922,1.4215561053091323,-0.5102594169474548,-5.199337582605575,-1.3232889455930834,0.7289719626168224,0.9273698774490261,0.16084733382030678,0,1,0,0,0,0,1,0,0.11988582302568981,204,0
124,0,1,1,0.10557959394652937,0.5834958357204678,-0.4683330461936362,-0.21106976491595747,-0.2555787579124929,0.588785046728972,0.5515983410546412,0.1868517165814463,0,0,1,0,0,0,1,0,0.09736842105263158,212,0
